Header 24 Data,Header 25 Data,Header 26 Data,Header 27 Data,Header 28 Data
08357456,00065702,08855280,00002185,00003214
08357264,00065717,08855264,00002185,00003212
08356784,00065730,08853592,00002182,00003216
08356896,00065727,08853176,00002182,00003212
08357176,00065721,08853928,00002181,00003211
08357488,00065701,08855312,00002182,00003208
08356848,00065680,08855200,00002180,00003207
08356712,00065648,08853400,00002181,00003206
08356776,00065626,08853392,00002180,00003207
08357472,00065597,08854536,00002183,00003203
08357424,00065574,08855392,00002180,00003204
08357120,00065554,08854816,00002179,00003198
08356672,00065530,08853560,00002177,00003202
08357472,00065510,08853160,00002180,00003199
08356800,00065485,08854560,00002179,00003202
08357112,00065477,08855464,00002180,00003196
08356448,00065453,08854184,00002180,00003197
08356488,00065429,08852856,00002178,00003197
08356760,00065410,08853296,00002179,00003196
08357256,00065384,08854488,00002178,00003195
08357264,00065366,08855208,00002180,00003195
08356456,00065348,08854152,00002179,00003197
08356488,00065330,08852832,00002175,00003194
08356760,00065310,08853248,00002178,00003194
08357464,00065294,08854760,00002176,00003194
08356856,00065295,08854928,00002178,00003193
08356608,00065295,08853792,00002176,00003195
08356384,00065296,08852464,00002176,00003196
08357104,00065294,08853272,00002177,00003194
08357008,00065298,08854616,00002179,00003196
08356920,00065306,08854672,00002177,00003195
08356320,00065315,08853696,00002180,00003196
08356472,00065313,08852592,00002180,00003197
08356888,00065319,08853704,00002179,00003196
08357328,00065325,08854912,00002177,00003193
08356880,00065326,08854712,00002179,00003195
08356688,00065329,08853224,00002178,00003194
08356416,00065337,08852480,00002175,00003195
08357216,00065341,08853640,00002176,00003196
08356656,00065354,08854848,00002177,00003198
08356848,00065370,08854392,00002178,00003198
08356104,00065367,08853024,00002177,00003199
08356800,00065386,08852728,00002182,00003201
08356904,00065402,08853832,00002179,00003203
08357016,00065417,08854816,00002177,00003202
08356520,00065429,08854296,00002179,00003202
08356432,00065440,08852576,00002183,00003198
08356328,00065462,08852544,00002178,00003201
08357144,00065482,08853864,00002178,00003204
08356808,00065497,08854688,00002182,00003204
08356504,00065520,08853920,00002182,00003206
08355976,00065529,08852512,00002183,00003207
08356432,00065546,08852576,00002182,00003205
08356944,00065567,08854176,00002181,00003206
08356608,00065590,08854704,00002182,00003209
08356328,00065606,08853832,00002183,00003209
08356120,00065629,08852336,00002181,00003210
08356592,00065635,08852648,00002183,00003214
08356872,00065658,08853904,00002182,00003210
08356712,00065680,08854816,00002183,00003215
08356072,00065695,08853416,00002184,00003216
08356384,00065720,08852400,00002182,00003215
08356456,00065732,08852744,00002186,00003217
08356608,00065753,08854336,00002187,00003218
08356496,00065776,08854416,00002185,00003222
08356464,00065793,08853056,00002185,00003222
08356048,00065813,08852232,00002182,00003221
08356648,00065826,08853216,00002186,00003223
