Header 24 Data,Header 25 Data,Header 26 Data,Header 27 Data,Header 28 Data
06992768,00054254,06987128,00001510,00002023
06992800,00054244,06987248,00001516,00002023
06992656,00054241,06986816,00001514,00002022
06992552,00054241,06986808,00001512,00002022
06992416,00054245,06987240,00001512,00002019
06992504,00054238,06987200,00001512,00002021
06992288,00054240,06987168,00001514,00002021
06992480,00054248,06987008,00001512,00002021
06992576,00054251,06986896,00001512,00002017
06992600,00054242,06986840,00001514,00002024
06992640,00054247,06987000,00001511,00002021
06992696,00054237,06987032,00001513,00002022
06992760,00054224,06986936,00001514,00002020
06992768,00054217,06986600,00001512,00002023
06992608,00054211,06986672,00001513,00002024
06992464,00054214,06986728,00001513,00002023
06992616,00054223,06986560,00001512,00002023
06992432,00054219,06986544,00001512,00002020
06992360,00054217,06986704,00001513,00002022
06992256,00054219,06986576,00001511,00002024
06992072,00054217,06986728,00001512,00002021
06992504,00054211,06986632,00001512,00002024
06992384,00054203,06986632,00001517,00002028
06992568,00054200,06986536,00001511,00002023
06992384,00054202,06986360,00001512,00002025
06992448,00054205,06986472,00001516,00002023
06992128,00054208,06986336,00001513,00002023
06992008,00054211,06986192,00001516,00002027
06991776,00054208,06986064,00001512,00002024
06992152,00054206,06985872,00001515,00002024
06992416,00054211,06986232,00001512,00002026
06992176,00054210,06986264,00001513,00002027
06991800,00054208,06986352,00001515,00002026
06992120,00054217,06986392,00001513,00002025
06992504,00054222,06986400,00001515,00002025
06992488,00054226,06986712,00001514,00002027
06992448,00054222,06986496,00001516,00002025
06991872,00054226,06985856,00001517,00002029
06991512,00054229,06985720,00001512,00002030
06991904,00054230,06985720,00001515,00002028
06991800,00054225,06985624,00001515,00002028
06991680,00054234,06985632,00001516,00002033
06991880,00054232,06985832,00001516,00002029
06992056,00054237,06986152,00001516,00002032
06991920,00054236,06986072,00001516,00002031
06991936,00054243,06986288,00001516,00002030
06991832,00054246,06985880,00001518,00002034
06991800,00054251,06986144,00001516,00002034
06991816,00054256,06986184,00001517,00002036
06991728,00054260,06986128,00001516,00002035
06991520,00054273,06985872,00001517,00002034
06991608,00054278,06985696,00001516,00002032
06991656,00054283,06985568,00001517,00002038
06991528,00054295,06985656,00001520,00002038
06991768,00054290,06985952,00001518,00002037
06991728,00054288,06985528,00001521,00002038
06991944,00054287,06985616,00001522,00002037
06991584,00054286,06985664,00001516,00002039
06991912,00054283,06985656,00001521,00002039
06991944,00054280,06985448,00001522,00002035
06991960,00054285,06985504,00001521,00002038
06991848,00054283,06985320,00001521,00002041
06991872,00054299,06985288,00001521,00002039
06991832,00054304,06985352,00001523,00002045
06991840,00054306,06985432,00001518,00002040
06991784,00054302,06985448,00001520,00002041
06991768,00054308,06985224,00001524,00002044
06991688,00054307,06985496,00001523,00002042
06991872,00054315,06985536,00001520,00002044
06991696,00054320,06985408,00001520,00002045
06991536,00054336,06985360,00001523,00002043
06991728,00054345,06984840,00001524,00002044
06991776,00054355,06985264,00001522,00002045
06992000,00054367,06985208,00001522,00002048
06992152,00054355,06985280,00001525,00002042
06991656,00054364,06985136,00001524,00002039
06991448,00054354,06984904,00001521,00002042
06991496,00054349,06984776,00001518,00002044
06991368,00054338,06985000,00001519,00002040
06991320,00054325,06985040,00001516,00002041
06991640,00054312,06984696,00001521,00002036
06991552,00054307,06984840,00001518,00002039
06991424,00054290,06985032,00001516,00002035
06991384,00054278,06985240,00001522,00002033
06991280,00054267,06984968,00001521,00002037
06991264,00054257,06984752,00001520,00002038
06991088,00054251,06984712,00001517,00002035
06991144,00054255,06984424,00001520,00002040
06991336,00054241,06984640,00001516,00002032
06991536,00054239,06984784,00001519,00002035
06991288,00054239,06984424,00001518,00002035
06991024,00054235,06984408,00001518,00002036
06991144,00054230,06984344,00001517,00002033
06991336,00054230,06984504,00001520,00002037
06991464,00054218,06984680,00001519,00002034
06991584,00054220,06984256,00001519,00002035
06991344,00054217,06984344,00001521,00002034
06991344,00054207,06984336,00001522,00002033
06991080,00054211,06984408,00001520,00002039
06991128,00054213,06984208,00001519,00002035
06991040,00054207,06984440,00001521,00002036
06991168,00054211,06984408,00001519,00002036
06991232,00054211,06984184,00001519,00002036
06991296,00054219,06984568,00001522,00002035
